"dataset1","dataset2","distance"
covertype,abalone,9.776998541745748
covertype,artificial-characters,12.101094350312472
covertype,balance-scale,9.113123177389468
covertype,breast-tissue,9.142933958183361
covertype,car,9.370288642543587
covertype,cardiotocography,9.657759680653864
covertype,cmc,9.627451042933993
covertype,cnae-9,10.979611238503404
covertype,collins,10.870113442306016
covertype,covertype,0.0
covertype,desharnais,9.191800875266134
covertype,diggle_table_a2,9.558179225986612
covertype,ecoli,9.630454614042938
covertype,energy-efficiency,10.982825256534436
covertype,eye_movements,11.889479610213703
covertype,fabert,12.176106776652363
covertype,fars,12.20800947339388
covertype,fashion-mnist,12.226380965223553
covertype,gas-drift-different-concentrations,10.355141852664877
covertype,gas-drift,10.423264945569253
covertype,gina_prior2,11.300612922541353
covertype,glass,9.073497077492435
covertype,har,11.189912495815273
covertype,hayes-roth,9.3060204995136
covertype,heart-long-beach,9.544606517115874
covertype,heart-switzerland,9.336195804816741
covertype,helena,12.247183510256287
covertype,indian_pines,11.537273435025119
covertype,iris,9.97263697432567
covertype,jannis,12.247206119715914
covertype,japanesevowels,9.936745331951736
covertype,jungle_chess_2pcs_endgame_panther_elephant,9.770492344846236
covertype,jungle_chess_2pcs_raw_endgame_complete,11.932259696954215
covertype,leaf,10.475334810526705
covertype,led-display-domain-7digit,10.206200811010783
covertype,mfeat-factors,9.316413014104839
covertype,mfeat-fourier,9.03293569207712
covertype,mfeat-karhunen,9.172122665742446
covertype,mfeat-morphological,9.483335093353269
covertype,mfeat-pixel,9.730337774979972
covertype,microaggregation2,11.503639657624003
covertype,nursery,10.621453728745033
covertype,page-blocks,10.214741297597698
covertype,pokerhand,12.247430034464351
covertype,popularkids,9.181132238111205
covertype,prnn_fglass,9.073497077492435
covertype,prnn_viruses,9.268320865486201
covertype,rmftsa_sleepdata,9.048297840618616
covertype,robot-failures-lp1,9.254147463802456
covertype,robot-failures-lp5,9.392033164733514
covertype,satimage,11.022078994645625
covertype,seeds,9.496205165431043
covertype,segment,9.575208071582411
covertype,seismic-bumps,9.496205165431043
covertype,semeion,9.397859124589274
covertype,shuttle,12.247431632427936
covertype,spectrometer,9.926595896885308
covertype,steel-plates-fault,9.394513423011595
covertype,synthetic_control,10.081045145741992
covertype,tae,9.249101547230412
covertype,tamilnadu-electricity,11.856869130785128
covertype,teachingassistant,9.528016578777992
covertype,thyroid-allbp,9.821415794861354
covertype,thyroid-allhyper,9.821415794861354
covertype,user-knowledge,9.401926016422465
covertype,vehicle,9.38077315394683
covertype,vertebra-column,9.569876492343743
covertype,volcanoes-a1,9.537546283221381
covertype,volcanoes-a3,9.374960938650801
covertype,volcanoes-a4,9.163811651698646
covertype,volcanoes-d1,12.247448776381216
covertype,wall-robot-navigation,9.008564783237466
covertype,waveform-5000,11.325676904541778
covertype,wine-quality-white,10.987947444941371
covertype,wine,9.278657415803544
covertype,zoo,10.26943533778508
desharnais,abalone,5.521953115708296
desharnais,artificial-characters,8.979872722062474
desharnais,balance-scale,3.133078738693861
desharnais,breast-tissue,2.423436094651349
desharnais,car,3.468617147095147
desharnais,cardiotocography,6.346555405680049
desharnais,cmc,5.581380431802452
desharnais,cnae-9,7.772654937812678
desharnais,collins,7.32873505452632
desharnais,covertype,9.191800875266134
desharnais,desharnais,0.0
desharnais,diggle_table_a2,4.207393608171251
desharnais,ecoli,5.692089818954681
desharnais,energy-efficiency,7.397411981449602
desharnais,eye_movements,8.807882988108767
desharnais,fabert,9.030181061398808
desharnais,fars,9.165774632490612
desharnais,fashion-mnist,9.158459575627207
desharnais,gas-drift-different-concentrations,6.272871277685057
desharnais,gas-drift,6.5122983356045046
desharnais,gina_prior2,8.215943347482387
desharnais,glass,3.674607418927309
desharnais,har,7.302889156389901
desharnais,hayes-roth,3.649191118821448
desharnais,heart-long-beach,4.854004470041823
desharnais,heart-switzerland,4.252708359273446
desharnais,helena,9.190843827764603
desharnais,indian_pines,8.172713159655208
desharnais,iris,6.20462558985871
desharnais,jannis,9.192054968087406
desharnais,japanesevowels,5.464262563065005
desharnais,jungle_chess_2pcs_endgame_panther_elephant,6.147567010066733
desharnais,jungle_chess_2pcs_raw_endgame_complete,8.750471407692755
desharnais,leaf,6.462569905001434
desharnais,led-display-domain-7digit,5.548618229214134
desharnais,mfeat-factors,4.325718197249779
desharnais,mfeat-fourier,3.093514880444691
desharnais,mfeat-karhunen,3.3353348676496624
desharnais,mfeat-morphological,3.481773675169355
desharnais,mfeat-pixel,4.743127481619223
desharnais,microaggregation2,8.061848289715591
desharnais,nursery,7.058780977518825
desharnais,page-blocks,5.829204956286698
desharnais,pokerhand,9.18830458872371
desharnais,popularkids,4.212292358167555
desharnais,prnn_fglass,3.674607418927306
desharnais,prnn_viruses,5.003103066620945
desharnais,rmftsa_sleepdata,3.77033049444006
desharnais,robot-failures-lp1,2.092792949685676
desharnais,robot-failures-lp5,2.50463188108266
desharnais,satimage,8.015660477743483
desharnais,seeds,5.051477195837968
desharnais,segment,4.893530510807078
desharnais,seismic-bumps,5.051477195837968
desharnais,semeion,4.475667958879107
desharnais,shuttle,9.19162491509265
desharnais,spectrometer,6.057799488480769
desharnais,steel-plates-fault,5.100661076067608
desharnais,synthetic_control,5.911092398558269
desharnais,tae,3.7128897751525036
desharnais,tamilnadu-electricity,8.869311954265605
desharnais,teachingassistant,4.575174113108934
desharnais,thyroid-allbp,5.665435248655729
desharnais,thyroid-allhyper,5.665435248655729
desharnais,user-knowledge,4.66290153591972
desharnais,vehicle,3.9619025325287995
desharnais,vertebra-column,3.6406852959330713
desharnais,volcanoes-a1,5.3466233927592635
desharnais,volcanoes-a3,5.227128053435676
desharnais,volcanoes-a4,4.4420259181374355
desharnais,volcanoes-d1,9.191800670193222
desharnais,wall-robot-navigation,3.1113848902280923
desharnais,waveform-5000,7.883031985610242
desharnais,wine-quality-white,7.534596707887262
desharnais,wine,4.511606370272491
desharnais,zoo,5.119664449767211
diggle_table_a2,abalone,5.1382588323593446
diggle_table_a2,artificial-characters,9.442742637128614
diggle_table_a2,balance-scale,4.533019515504714
diggle_table_a2,breast-tissue,4.579744216232525
diggle_table_a2,car,4.624528426075842
diggle_table_a2,cardiotocography,6.542152173224831
diggle_table_a2,cmc,5.949177776449022
diggle_table_a2,cnae-9,8.691001635866206
diggle_table_a2,collins,8.187855399017893
diggle_table_a2,covertype,9.558179225986612
diggle_table_a2,desharnais,4.207393608171251
diggle_table_a2,diggle_table_a2,0.0
diggle_table_a2,ecoli,4.029057561852759
diggle_table_a2,energy-efficiency,7.840251654502338
diggle_table_a2,eye_movements,9.200211793681545
diggle_table_a2,fabert,9.255111333992673
diggle_table_a2,fars,9.405123586338075
diggle_table_a2,fashion-mnist,9.508545183433082
diggle_table_a2,gas-drift-different-concentrations,6.915375735021056
diggle_table_a2,gas-drift,7.175588746768804
diggle_table_a2,gina_prior2,8.006777693268079
diggle_table_a2,glass,4.196292652861458
diggle_table_a2,har,7.9592664688273445
diggle_table_a2,hayes-roth,4.77680784807708
diggle_table_a2,heart-long-beach,6.168979662573483
diggle_table_a2,heart-switzerland,5.09520466790445
diggle_table_a2,helena,9.564103381707241
diggle_table_a2,indian_pines,9.01585900966014
diggle_table_a2,iris,4.398727310833875
diggle_table_a2,jannis,9.551873526143527
diggle_table_a2,japanesevowels,6.587821654481337
diggle_table_a2,jungle_chess_2pcs_endgame_panther_elephant,6.318342152486715
diggle_table_a2,jungle_chess_2pcs_raw_endgame_complete,9.146227595914258
diggle_table_a2,leaf,6.296422937520078
diggle_table_a2,led-display-domain-7digit,7.247664362551702
diggle_table_a2,mfeat-factors,5.174884735603175
diggle_table_a2,mfeat-fourier,4.247542669387526
diggle_table_a2,mfeat-karhunen,4.360301970515705
diggle_table_a2,mfeat-morphological,5.886726453632399
diggle_table_a2,mfeat-pixel,5.46590848187747
diggle_table_a2,microaggregation2,8.636953430380476
diggle_table_a2,nursery,7.059967830135857
diggle_table_a2,page-blocks,6.319333694502275
diggle_table_a2,pokerhand,9.559079796067252
diggle_table_a2,popularkids,4.919991137477626
diggle_table_a2,prnn_fglass,4.1962926528614455
diggle_table_a2,prnn_viruses,4.688475937883127
diggle_table_a2,rmftsa_sleepdata,3.7519138716570373
diggle_table_a2,robot-failures-lp1,5.108718301647935
diggle_table_a2,robot-failures-lp5,5.155429298240748
diggle_table_a2,satimage,8.552509378281835
diggle_table_a2,seeds,5.709950494049543
diggle_table_a2,segment,4.769142305732975
diggle_table_a2,seismic-bumps,5.709950494049543
diggle_table_a2,semeion,5.827323674517514
diggle_table_a2,shuttle,9.559747400894722
diggle_table_a2,spectrometer,6.164474151909433
diggle_table_a2,steel-plates-fault,5.621146445313985
diggle_table_a2,synthetic_control,5.529263108092703
diggle_table_a2,tae,3.274554187322739
diggle_table_a2,tamilnadu-electricity,9.277494917262397
diggle_table_a2,teachingassistant,5.284499172984507
diggle_table_a2,thyroid-allbp,6.953140281945973
diggle_table_a2,thyroid-allhyper,6.953140281945973
diggle_table_a2,user-knowledge,5.705553523521871
diggle_table_a2,vehicle,6.157070871920868
diggle_table_a2,vertebra-column,6.578526968515659
diggle_table_a2,volcanoes-a1,5.465721466596739
diggle_table_a2,volcanoes-a3,5.821657774681817
diggle_table_a2,volcanoes-a4,4.986854842962564
diggle_table_a2,volcanoes-d1,9.558182417461293
diggle_table_a2,wall-robot-navigation,3.3937799069662895
diggle_table_a2,waveform-5000,8.642313172105377
diggle_table_a2,wine-quality-white,7.726727246154426
diggle_table_a2,wine,4.511522916769965
diggle_table_a2,zoo,5.167304780060822
ecoli,abalone,4.969057607256178
ecoli,artificial-characters,9.230367364541618
ecoli,balance-scale,5.528882719623586
ecoli,breast-tissue,5.004834313336539
ecoli,car,5.346379657532542
ecoli,cardiotocography,5.613336566157807
ecoli,cmc,6.104916367748833
ecoli,cnae-9,7.653428210886286
ecoli,collins,8.370245790894606
ecoli,covertype,9.630454614042938
ecoli,desharnais,5.692089818954681
ecoli,diggle_table_a2,4.029057561852759
ecoli,ecoli,0.0
ecoli,energy-efficiency,8.473292650544954
ecoli,eye_movements,8.903574332567292
ecoli,fabert,9.710063877215655
ecoli,fars,9.639832909033359
ecoli,fashion-mnist,9.639051205543756
ecoli,gas-drift-different-concentrations,6.926047600565904
ecoli,gas-drift,6.902307738569019
ecoli,gina_prior2,8.371873403616759
ecoli,glass,4.996675055157494
ecoli,har,8.009251203260161
ecoli,hayes-roth,5.051421649996583
ecoli,heart-long-beach,6.072122382557645
ecoli,heart-switzerland,5.810633659581982
ecoli,helena,9.635510506612862
ecoli,indian_pines,8.320700676764941
ecoli,iris,5.374048812623616
ecoli,jannis,9.624985129407511
ecoli,japanesevowels,6.401016549677853
ecoli,jungle_chess_2pcs_endgame_panther_elephant,5.642124066041299
ecoli,jungle_chess_2pcs_raw_endgame_complete,9.674171994520515
ecoli,leaf,5.9780531618429205
ecoli,led-display-domain-7digit,7.54288399056123
ecoli,mfeat-factors,5.732552273013951
ecoli,mfeat-fourier,5.248523853405538
ecoli,mfeat-karhunen,5.362593683475673
ecoli,mfeat-morphological,6.701327342907164
ecoli,mfeat-pixel,5.290754643839588
ecoli,microaggregation2,8.659394088766724
ecoli,nursery,7.533517986367393
ecoli,page-blocks,7.013235150842213
ecoli,pokerhand,9.630599440091704
ecoli,popularkids,5.364334915350093
ecoli,prnn_fglass,4.99667505515749
ecoli,prnn_viruses,4.197700198076869
ecoli,rmftsa_sleepdata,4.437162028194766
ecoli,robot-failures-lp1,5.650163884067614
ecoli,robot-failures-lp5,5.769794703335598
ecoli,satimage,8.622310525933834
ecoli,seeds,4.801375599201081
ecoli,segment,2.5161894235317086
ecoli,seismic-bumps,4.801375599201081
ecoli,semeion,5.987664503781045
ecoli,shuttle,9.631801849246175
ecoli,spectrometer,6.198396026972123
ecoli,steel-plates-fault,4.605601340142011
ecoli,synthetic_control,6.4880368038731575
ecoli,tae,5.097656082072989
ecoli,tamilnadu-electricity,8.850790486991803
ecoli,teachingassistant,5.719996837224726
ecoli,thyroid-allbp,5.842288971211605
ecoli,thyroid-allhyper,5.842288971211605
ecoli,user-knowledge,5.069501376913869
ecoli,vehicle,6.5914780669356245
ecoli,vertebra-column,6.910660630173688
ecoli,volcanoes-a1,5.29206509195528
ecoli,volcanoes-a3,4.907819134914937
ecoli,volcanoes-a4,4.6915344602963875
ecoli,volcanoes-d1,9.63045735155862
ecoli,wall-robot-navigation,4.0448281802582375
ecoli,waveform-5000,8.934699329969911
ecoli,wine-quality-white,8.166091142714997
ecoli,wine,4.270229884618847
ecoli,zoo,6.833385602488689
energy-efficiency,abalone,8.890008602509127
energy-efficiency,artificial-characters,10.644847002945372
energy-efficiency,balance-scale,7.492879620707982
energy-efficiency,breast-tissue,7.519957755724094
energy-efficiency,car,7.199473335708523
energy-efficiency,cardiotocography,7.968277284079293
energy-efficiency,cmc,8.322810994860662
energy-efficiency,cnae-9,10.28629982788978
energy-efficiency,collins,7.760119069389823
energy-efficiency,covertype,10.982825256534436
energy-efficiency,desharnais,7.397411981449602
energy-efficiency,diggle_table_a2,7.840251654502338
energy-efficiency,ecoli,8.473292650544954
energy-efficiency,energy-efficiency,0.0
energy-efficiency,eye_movements,10.299823142726872
energy-efficiency,fabert,10.879688156252268
energy-efficiency,fars,10.992255766279662
energy-efficiency,fashion-mnist,11.032455597141235
energy-efficiency,gas-drift-different-concentrations,9.05662621962918
energy-efficiency,gas-drift,9.189529016260582
energy-efficiency,gina_prior2,10.03597299039089
energy-efficiency,glass,7.046480665574757
energy-efficiency,har,10.499988994392803
energy-efficiency,hayes-roth,7.490823091943611
energy-efficiency,heart-long-beach,8.390685530919871
energy-efficiency,heart-switzerland,7.662144300811343
energy-efficiency,helena,10.97387690664014
energy-efficiency,indian_pines,9.77672758153861
energy-efficiency,iris,8.573590403899255
energy-efficiency,jannis,10.990823900657361
energy-efficiency,japanesevowels,8.991121248203827
energy-efficiency,jungle_chess_2pcs_endgame_panther_elephant,8.388578437039742
energy-efficiency,jungle_chess_2pcs_raw_endgame_complete,10.961835458064922
energy-efficiency,leaf,6.314116116439407
energy-efficiency,led-display-domain-7digit,8.68685352929668
energy-efficiency,mfeat-factors,7.886794062626943
energy-efficiency,mfeat-fourier,7.008322327399926
energy-efficiency,mfeat-karhunen,7.233657381100306
energy-efficiency,mfeat-morphological,7.447519815490975
energy-efficiency,mfeat-pixel,8.269379910380339
energy-efficiency,microaggregation2,10.151808759386672
energy-efficiency,nursery,8.020368161051215
energy-efficiency,page-blocks,8.405574289906642
energy-efficiency,pokerhand,10.984927458486924
energy-efficiency,popularkids,7.64557778220275
energy-efficiency,prnn_fglass,7.046480665574759
energy-efficiency,prnn_viruses,7.243349815283562
energy-efficiency,rmftsa_sleepdata,7.186973542711361
energy-efficiency,robot-failures-lp1,7.733500971443487
energy-efficiency,robot-failures-lp5,7.704071448625419
energy-efficiency,satimage,8.793845483825907
energy-efficiency,seeds,8.444125663239145
energy-efficiency,segment,8.340611412933116
energy-efficiency,seismic-bumps,8.444125663239145
energy-efficiency,semeion,7.304896569014263
energy-efficiency,shuttle,10.980610979908338
energy-efficiency,spectrometer,8.576288382436164
energy-efficiency,steel-plates-fault,7.40308906764885
energy-efficiency,synthetic_control,8.886242033950523
energy-efficiency,tae,7.586624962807489
energy-efficiency,tamilnadu-electricity,10.080207623757047
energy-efficiency,teachingassistant,7.639966338801739
energy-efficiency,thyroid-allbp,8.068455596276355
energy-efficiency,thyroid-allhyper,8.068455596276355
energy-efficiency,user-knowledge,7.733993560291177
energy-efficiency,vehicle,7.724592952728042
energy-efficiency,vertebra-column,7.952929191507525
